"url","Search Course 2","Search Course 2_alt","Search Course 2_link","Search Course 3","Search Course 3_link","Badge Content Text","Badge Content Link","Badge Content Link_link","Search Course 4","Search Course 4_link","Search Course 5","Search Course 6","Search Course 7","Search Course 8","Search Course 9","Search Course 10","React Text","Search Course 11","Search Course 12","Search Course 13","Search Course 13_link","Search Course 14","Search Course 14_link"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/1166654_43fe_4.jpg","course image","https://www.udemy.com/real-world-data-science-with-spark-2/","Real-World Data Science with Spark 2","https://www.udemy.com/real-world-data-science-with-spark-2/","","","","Packt Publishing• Tech Knowledge in Motion","https://www.udemy.com/real-world-data-science-with-spark-2/#instructor","Address Big Data challenges with the fast and scalable features of Spark.","55 lectures","5.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","3.6","https://www.udemy.com/real-world-data-science-with-spark-2/#reviews","(14 ratings)","https://www.udemy.com/real-world-data-science-with-spark-2/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/814388_90f1_3.jpg","course image","https://www.udemy.com/data-and-statistics-for-business-and-economics/","Data and Statistics (For Business and Economics)","https://www.udemy.com/data-and-statistics-for-business-and-economics/","","","","Shubham Kalra• Founder - Eduspred.com, M.A. Economics, Business Analyst","https://www.udemy.com/data-and-statistics-for-business-and-economics/#instructor","Learn how to make sense of data using graphical presentations and numerical measures (Working in MS Excel included)","38 lectures","3 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.5","https://www.udemy.com/data-and-statistics-for-business-and-economics/#reviews","(19 ratings)","https://www.udemy.com/data-and-statistics-for-business-and-economics/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/568548_d7d5_4.jpg","course image","https://www.udemy.com/learn-proven-research-tools-save-time-now/","Learn Proven Research Methods To Starting Any Project","https://www.udemy.com/learn-proven-research-tools-save-time-now/","","","","LPAR Academy• Online programs in business, health and communications","https://www.udemy.com/learn-proven-research-tools-save-time-now/#instructor","Complete A - Z proven small scale research guide. Save time, add these new skills to your resume/CV.","59 lectures","2 hours","All Levels","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.3","https://www.udemy.com/learn-proven-research-tools-save-time-now/#reviews","(5 ratings)","https://www.udemy.com/learn-proven-research-tools-save-time-now/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/1221664_ef84_3.jpg","course image","https://www.udemy.com/applied-machine-learning-in-r/","Applied Machine Learning in R","https://www.udemy.com/applied-machine-learning-in-r/","","","","Bogdan Anastasiei• University Teacher and Consultant","https://www.udemy.com/applied-machine-learning-in-r/#instructor","Get the essential machine learning skills and use them in real life situations","80 lectures","8 hours","All Levels","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","4.7","https://www.udemy.com/applied-machine-learning-in-r/#reviews","(5 ratings)","https://www.udemy.com/applied-machine-learning-in-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/531636_3e44_3.jpg","course image","https://www.udemy.com/introduction-spss/","Introduction to SPSS","https://www.udemy.com/introduction-spss/","","","","Quantitative Specialists• Specializing in Statistics, Research Design, and Measurement","https://www.udemy.com/introduction-spss/#instructor","An Introduction to the SPSS software program and basic descriptive and inferential statistics","20 lectures","2 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.0","https://www.udemy.com/introduction-spss/#reviews","(57 ratings)","https://www.udemy.com/introduction-spss/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/461780_2157_5.jpg","course image","https://www.udemy.com/regression-statistics/","Regression Analysis / Data Analytics in Regression","https://www.udemy.com/regression-statistics/","","","","Quantitative Specialists• Specializing in Statistics, Research Design, and Measurement","https://www.udemy.com/regression-statistics/#instructor","Gain Important and Highly Marketable Skills in Regression Analysis - Tame the Regression Beast Today!","16 lectures","2 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","4.0","https://www.udemy.com/regression-statistics/#reviews","(83 ratings)","https://www.udemy.com/regression-statistics/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/592100_50af_2.jpg","course image","https://www.udemy.com/learn-r-programming-from-scratch/","Learn R Programming from Scratch","https://www.udemy.com/learn-r-programming-from-scratch/","","","","Sunil Kumar Gupta• Technology Analyst & Programmer","https://www.udemy.com/learn-r-programming-from-scratch/#instructor","Learn the fundamentals of the R Programming from Basics to Advanced.","23 lectures","2 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$75","4.3","https://www.udemy.com/learn-r-programming-from-scratch/#reviews","(18 ratings)","https://www.udemy.com/learn-r-programming-from-scratch/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/607108_ddaa_2.jpg","course image","https://www.udemy.com/programming-statistical-applications-in-r/","Programming Statistical Applications in R","https://www.udemy.com/programming-statistical-applications-in-r/","","","","Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems","https://www.udemy.com/programming-statistical-applications-in-r/#instructor","An introductory course that teaches the foundations of scientific and statistical programming using R software.","88 lectures","11 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$75","3.9","https://www.udemy.com/programming-statistical-applications-in-r/#reviews","(30 ratings)","https://www.udemy.com/programming-statistical-applications-in-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/1119812_b00e_3.jpg","course image","https://www.udemy.com/logistic-regression-workshop-using-r-step-by-step-modeling/","Logistic Regression (Predictive Modeling) workshop using R","https://www.udemy.com/logistic-regression-workshop-using-r-step-by-step-modeling/","","","","Gopal Prasad Malakar• Credit Card Analytics Professional- Trains Machine Learning","https://www.udemy.com/logistic-regression-workshop-using-r-step-by-step-modeling/#instructor","Predictive Analytics - Learn R syntax for step by step logistic regression model development and validations","35 lectures","3.5 hours","All Levels","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.6","https://www.udemy.com/logistic-regression-workshop-using-r-step-by-step-modeling/#reviews","(29 ratings)","https://www.udemy.com/logistic-regression-workshop-using-r-step-by-step-modeling/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/906962_f317_10.jpg","course image","https://www.udemy.com/learn-data-analytics-with-kibana/","Data Analytics Using Elasticsearch & Kibana-Hands On!","https://www.udemy.com/learn-data-analytics-with-kibana/","","","","Bigdata ABCD• Bigdata experts","https://www.udemy.com/learn-data-analytics-with-kibana/#instructor","Learn Elasticsearch & Kibana from scratch with this hands-on course to do Elasticsearch data analysis.","51 lectures","4 hours","All Levels","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","3.3","https://www.udemy.com/learn-data-analytics-with-kibana/#reviews","(74 ratings)","https://www.udemy.com/learn-data-analytics-with-kibana/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=21","https://udemy-images.udemy.com/course/304x171/701416_2a37_6.jpg","course image","https://www.udemy.com/linear-regression-glms-and-gams-with-r/","Linear Regression, GLMs and GAMs with R","https://www.udemy.com/linear-regression-glms-and-gams-with-r/","","","","Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems","https://www.udemy.com/linear-regression-glms-and-gams-with-r/#instructor","How to extend linear regression to specify and estimate generalized linear models and additive models.","69 lectures","8 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$75","3.6","https://www.udemy.com/linear-regression-glms-and-gams-with-r/#reviews","(57 ratings)","https://www.udemy.com/linear-regression-glms-and-gams-with-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/590962_b3a4_7.jpg","course image","https://www.udemy.com/data-mining-with-rattle/","Data Mining with Rattle","https://www.udemy.com/data-mining-with-rattle/","","","","Geoffrey Hubona, Ph.D.• Associate Professor of Information Systems","https://www.udemy.com/data-mining-with-rattle/#instructor","Learn to use the GUI-based comprehensive Data Miner data mining software suite implemented as the rattle package in R","82 lectures","15 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$150","4.5","https://www.udemy.com/data-mining-with-rattle/#reviews","(38 ratings)","https://www.udemy.com/data-mining-with-rattle/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/561824_0223_6.jpg","course image","https://www.udemy.com/introduction-to-microstrategy-report-development/","Introduction to MicroStrategy Report Development I","https://www.udemy.com/introduction-to-microstrategy-report-development/","","","","Adastra Academy• Emerging Data Management and Analytics Technology Educators","https://www.udemy.com/introduction-to-microstrategy-report-development/#instructor","Introduction to MicroStrategy Report Development","63 lectures","10 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","3.6","https://www.udemy.com/introduction-to-microstrategy-report-development/#reviews","(179 ratings)","https://www.udemy.com/introduction-to-microstrategy-report-development/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/725460_36fe_3.jpg","course image","https://www.udemy.com/forecasting-models-with-r/","Forecasting Models with R","https://www.udemy.com/forecasting-models-with-r/","","","","Diego Fernandez• Exfinsis","https://www.udemy.com/forecasting-models-with-r/#instructor","Learn main forecasting models from basic to expert level through a practical course with R statistical software.","40 lectures","6.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","3.5","https://www.udemy.com/forecasting-models-with-r/#reviews","(57 ratings)","https://www.udemy.com/forecasting-models-with-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/302174_400c_15.jpg","course image","https://www.udemy.com/statistics-by-example/","Statistics Made Easy by Example for Analytics/ data science","https://www.udemy.com/statistics-by-example/","","","","Gopal Prasad Malakar• Credit Card Analytics Professional- Trains Machine Learning","https://www.udemy.com/statistics-by-example/#instructor","Statistics Simplified - Statistics Made Easy by Excel Simulations. Master fundamentals of statistics & Probability.","111 lectures","16 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.2","https://www.udemy.com/statistics-by-example/#reviews","(133 ratings)","https://www.udemy.com/statistics-by-example/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/816094_cda0_3.jpg","course image","https://www.udemy.com/microsoft-excel-in-75-minutes-part-3/","Microsoft Excel in 75 minutes – Part 3","https://www.udemy.com/microsoft-excel-in-75-minutes-part-3/","","","","Startup Saturdays• Thought leaders in entrepreneurship and business","https://www.udemy.com/microsoft-excel-in-75-minutes-part-3/#instructor","Learn the most valuable features of Microsoft Excel in under 75 minutes. Get 100% completion on this class.","13 lectures","1 hour","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.1","https://www.udemy.com/microsoft-excel-in-75-minutes-part-3/#reviews","(9 ratings)","https://www.udemy.com/microsoft-excel-in-75-minutes-part-3/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/1195864_9dcd_2.jpg","course image","https://www.udemy.com/mysql-and-database-management-from-beginner-to-expert/","MySQL and Database Management: From beginner to Expert","https://www.udemy.com/mysql-and-database-management-from-beginner-to-expert/","in Database Management | Data & Analytics","Database Management","https://www.udemy.com/topic/database-management/","William Starr• Freelancer Database and iOS Developer","https://www.udemy.com/mysql-and-database-management-from-beginner-to-expert/#instructor","Learn how to properly manage and analyze complex databases using SQL! No previous knowledge required.","82 lectures","15.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$100","4.1","https://www.udemy.com/mysql-and-database-management-from-beginner-to-expert/#reviews","(21 ratings)","https://www.udemy.com/mysql-and-database-management-from-beginner-to-expert/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/819256_9bb6_4.jpg","course image","https://www.udemy.com/microsoft-excel-in-75-minutes-part-5/","Microsoft Excel in 75 minutes – Part 5","https://www.udemy.com/microsoft-excel-in-75-minutes-part-5/","","","","Startup Saturdays• Thought leaders in entrepreneurship and business","https://www.udemy.com/microsoft-excel-in-75-minutes-part-5/#instructor","Learn the most valuable features of Microsoft Excel in under 75 minutes. Get 100% completion on this class.","14 lectures","1 hour","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.2","https://www.udemy.com/microsoft-excel-in-75-minutes-part-5/#reviews","(12 ratings)","https://www.udemy.com/microsoft-excel-in-75-minutes-part-5/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/1365728_36d9_2.jpg","course image","https://www.udemy.com/alteryx-real-life-exercises-for-data-analytics/","Alteryx: Real-Life Exercises For Data Analytics!","https://www.udemy.com/alteryx-real-life-exercises-for-data-analytics/","","","","Renato Baruti• Senior Systems Analyst, Alteryx & Tableau Trainer","https://www.udemy.com/alteryx-real-life-exercises-for-data-analytics/#instructor","Master Alteryx for Data Analytics step-by-step. Real-Life Exercises & Quizzes included. Learn by doing!","38 lectures","5.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$200","4.5","https://www.udemy.com/alteryx-real-life-exercises-for-data-analytics/#reviews","(5 ratings)","https://www.udemy.com/alteryx-real-life-exercises-for-data-analytics/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/796840_d44b_2.jpg","course image","https://www.udemy.com/textminingwithr/","Text mining with R","https://www.udemy.com/textminingwithr/","","","","Nisha Kiran• Instructor","https://www.udemy.com/textminingwithr/#instructor","Analyze twitter text using R","15 lectures","32 mins","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","3.9","https://www.udemy.com/textminingwithr/#reviews","(13 ratings)","https://www.udemy.com/textminingwithr/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/560486_e9bc_4.jpg","course image","https://www.udemy.com/tableau-introduction-dataset-analysis/","Tableau for Beginners - Analyzing 3 Separate Data Sets","https://www.udemy.com/tableau-introduction-dataset-analysis/","","","","Erik Rood• Analyst at Google","https://www.udemy.com/tableau-introduction-dataset-analysis/#instructor","Walkthrough analysis of 3 data sets, each utilizing different tools (think maps, sets, etc) and unearthing neat trends!","6 lectures","41 mins","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$25","3.6","https://www.udemy.com/tableau-introduction-dataset-analysis/#reviews","(42 ratings)","https://www.udemy.com/tableau-introduction-dataset-analysis/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/532454_2259_2.jpg","course image","https://www.udemy.com/baseball2/","Baseball Data Wrangling with Vagrant, R, and Retrosheet","https://www.udemy.com/baseball2/","","","","Charles Redmond• Professor at Mercyhurst University","https://www.udemy.com/baseball2/#instructor","Analytics with the Chadwick tools, dplyr, and ggplot.","28 lectures","2 hours","Intermediate Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","","4.8","https://www.udemy.com/baseball2/#reviews","(69 ratings)","https://www.udemy.com/baseball2/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=22","https://udemy-images.udemy.com/course/304x171/1118274_ac23.jpg","course image","https://www.udemy.com/the-visual-guide-on-how-neural-networks-learn-from-data/","The Visual Guide on How Neural Networks Learn from Data","https://www.udemy.com/the-visual-guide-on-how-neural-networks-learn-from-data/","","","","Mauricio Maroto• Economist Data Scientist +2,500 students and growing!","https://www.udemy.com/the-visual-guide-on-how-neural-networks-learn-from-data/#instructor","The BEST Resource for Understanding Neural Networks and How They Learn","56 lectures","3 hours","Beginner Level","","Updated Invalid date","Updated Invalid date","Updated Invalid date","$195","4.5","https://www.udemy.com/the-visual-guide-on-how-neural-networks-learn-from-data/#reviews","(19 ratings)","https://www.udemy.com/the-visual-guide-on-how-neural-networks-learn-from-data/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/983182_38dd_3.jpg","course image","https://www.udemy.com/regression-machine-learning-with-r/","Regression Machine Learning with R","https://www.udemy.com/regression-machine-learning-with-r/","","","","Diego Fernandez• Exfinsis","https://www.udemy.com/regression-machine-learning-with-r/#instructor","Learn regression machine learning from basic to expert level through a practical course with R statistical software.","43 lectures","6 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","3.9","https://www.udemy.com/regression-machine-learning-with-r/#reviews","(21 ratings)","https://www.udemy.com/regression-machine-learning-with-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/630578_a1b2_2.jpg","course image","https://www.udemy.com/tableauwithme/","Data analysis with Tableau (with 3 downloadable datasets)","https://www.udemy.com/tableauwithme/","","","","Erik Rood• Analyst at Google","https://www.udemy.com/tableauwithme/#instructor","Analysis of 3 data sets covering a breadth of Tableau features. Data is available for download and follow along!","15 lectures","1 hour","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$25","3.5","https://www.udemy.com/tableauwithme/#reviews","(70 ratings)","https://www.udemy.com/tableauwithme/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/1230602_4629_2.jpg","course image","https://www.udemy.com/musketeers-app-online-roulette-numbers-forecasting-app/","Musketeers App - online roulette numbers forecasting app","https://www.udemy.com/musketeers-app-online-roulette-numbers-forecasting-app/","","","","Petr Kulhanek• Online roulette systems' entrepreneur, visionary leader","https://www.udemy.com/musketeers-app-online-roulette-numbers-forecasting-app/#instructor","App provides suggestions for betting on 3,4 or 5 roulette numbers base on my own special algorithms","8 lectures","1 hour","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","","4.7","https://www.udemy.com/musketeers-app-online-roulette-numbers-forecasting-app/#reviews","(7 ratings)","https://www.udemy.com/musketeers-app-online-roulette-numbers-forecasting-app/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/741466_f6fb_5.jpg","course image","https://www.udemy.com/ontologies-for-business-analysis/","Ontologies for Business Analysis","https://www.udemy.com/ontologies-for-business-analysis/","","","","Dr. Tish Chungoora• Knowledge Modelling Specialist","https://www.udemy.com/ontologies-for-business-analysis/#instructor","An introduction to knowledge-based methods for transforming your business into the intelligent enterprise","31 lectures","2.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$85","4.1","https://www.udemy.com/ontologies-for-business-analysis/#reviews","(67 ratings)","https://www.udemy.com/ontologies-for-business-analysis/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/500072_cc77_7.jpg","course image","https://www.udemy.com/to-understand-statistics-behind-six-sigma-part-i/","Getting Familiar with Minitab","https://www.udemy.com/to-understand-statistics-behind-six-sigma-part-i/","","","","László Csanaki Bognár• Professor of Applied Statistics","https://www.udemy.com/to-understand-statistics-behind-six-sigma-part-i/#instructor","Managing Data in a Worksheet with Minitab","12 lectures","1 hour","Beginner Level","English","Updated Invalid date","Updated Invalid date","Updated Invalid date","","4.5","https://www.udemy.com/to-understand-statistics-behind-six-sigma-part-i/#reviews","(218 ratings)","https://www.udemy.com/to-understand-statistics-behind-six-sigma-part-i/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/289494_43c0_7.jpg","course image","https://www.udemy.com/jigsaw-academy-analytics-for-beginners/","Analytics for Beginners","https://www.udemy.com/jigsaw-academy-analytics-for-beginners/","","","","Jigsaw Academy• The Online School of Analytics","https://www.udemy.com/jigsaw-academy-analytics-for-beginners/#instructor","The course aims to introduce absolute beginners to the fundamentals of analytics, using simple examples from daily life.","22 lectures","4.5 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.0","https://www.udemy.com/jigsaw-academy-analytics-for-beginners/#reviews","(71 ratings)","https://www.udemy.com/jigsaw-academy-analytics-for-beginners/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/1047572_dfda_4.jpg","course image","https://www.udemy.com/forecast-anything-with-excel/","Forecast Anything with Excel","https://www.udemy.com/forecast-anything-with-excel/","","","","Mauricio Maroto• Economist Data Scientist +2,500 students and growing!","https://www.udemy.com/forecast-anything-with-excel/#instructor","Learn to create your own FORECASTS with just Microsoft Excel: trends, seasonalities, forecast intervals and more!","33 lectures","4 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$95","4.0","https://www.udemy.com/forecast-anything-with-excel/#reviews","(27 ratings)","https://www.udemy.com/forecast-anything-with-excel/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/367468_f78f_5.jpg","course image","https://www.udemy.com/decision-tree-theory-application-and-modeling-using-r/","Decision Tree - Theory, Application and Modeling using R","https://www.udemy.com/decision-tree-theory-application-and-modeling-using-r/","in Predictive Modeling | Data & Analytics","Predictive Modeling","https://www.udemy.com/topic/predictive-modeling/","Gopal Prasad Malakar• Credit Card Analytics Professional- Trains Machine Learning","https://www.udemy.com/decision-tree-theory-application-and-modeling-using-r/#instructor","Analytics/ Supervised Machine Learning/ Data Science (applied statistics): CHAID / CART / GINI/ ID3/ Random Forest etc.","67 lectures","8 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$40","4.0","https://www.udemy.com/decision-tree-theory-application-and-modeling-using-r/#reviews","(97 ratings)","https://www.udemy.com/decision-tree-theory-application-and-modeling-using-r/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/118424_c78a_14.jpg","course image","https://www.udemy.com/crystal-reports-for-sap-business-one/","Crystal Reports for SAP Business One Mastery Training Course","https://www.udemy.com/crystal-reports-for-sap-business-one/","in SAP Business One | Data & Analytics","SAP Business One","https://www.udemy.com/topic/sap-business-one/","Michael Taylor• BBA, Business Management Consultant","https://www.udemy.com/crystal-reports-for-sap-business-one/#instructor","Learn how to easily create and modify SAP Business One reports and layouts using Crystal Reports.","45 lectures","10 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$50","4.4","https://www.udemy.com/crystal-reports-for-sap-business-one/#reviews","(115 ratings)","https://www.udemy.com/crystal-reports-for-sap-business-one/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/645114_ffe1_3.jpg","course image","https://www.udemy.com/spss-data-analysis-spss-online-video-training-course/","SPSS Beginners: Master SPSS","https://www.udemy.com/spss-data-analysis-spss-online-video-training-course/","","","","SPSS Statisticians MyProjects• SPSS Specialist | Academic Tutors","https://www.udemy.com/spss-data-analysis-spss-online-video-training-course/#instructor","Learn SPSS Usage and SPSS Statistics","48 lectures","7 hours","Beginner Level","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$25","4.2","https://www.udemy.com/spss-data-analysis-spss-online-video-training-course/#reviews","(80 ratings)","https://www.udemy.com/spss-data-analysis-spss-online-video-training-course/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/1226188_9744_3.jpg","course image","https://www.udemy.com/predictive-analytics-understanding-arima/","Predictive Analytics : Understanding ARIMA","https://www.udemy.com/predictive-analytics-understanding-arima/","","","","Business Consulting• Powerful Planning. Simplified","https://www.udemy.com/predictive-analytics-understanding-arima/#instructor","Understand the concept of ARIMA model and how to make sense of it in business","7 lectures","1 hour","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","","3.8","https://www.udemy.com/predictive-analytics-understanding-arima/#reviews","(5 ratings)","https://www.udemy.com/predictive-analytics-understanding-arima/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=23","https://udemy-images.udemy.com/course/304x171/260566_7c8b_3.jpg","course image","https://www.udemy.com/sample-bias-in-predictive-analytics/","Detect and Reduce Sample Bias in Predictive Analytics","https://www.udemy.com/sample-bias-in-predictive-analytics/","","","","Predictive Analytics• Advanced Analytics Made Simple","https://www.udemy.com/sample-bias-in-predictive-analytics/#instructor","Learn how to prevent one of the most common mistakes in Predictive Analytics","10 lectures","30 mins","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","","3.4","https://www.udemy.com/sample-bias-in-predictive-analytics/#reviews","(31 ratings)","https://www.udemy.com/sample-bias-in-predictive-analytics/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=24","https://udemy-images.udemy.com/course/304x171/817872_4bb2_3.jpg","course image","https://www.udemy.com/microsoft-excel-in-75-minutes-part-4/","Microsoft Excel in 75 minutes – Part 4","https://www.udemy.com/microsoft-excel-in-75-minutes-part-4/","","","","Startup Saturdays• Thought leaders in entrepreneurship and business","https://www.udemy.com/microsoft-excel-in-75-minutes-part-4/#instructor","Learn the most valuable features of Microsoft Excel in under 75 minutes. Get 100% completion on this class.","12 lectures","1 hour","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$20","4.4","https://www.udemy.com/microsoft-excel-in-75-minutes-part-4/#reviews","(6 ratings)","https://www.udemy.com/microsoft-excel-in-75-minutes-part-4/#reviews"
"https://www.udemy.com/courses/business/data-and-analytics/all-courses/?p=24","https://udemy-images.udemy.com/course/304x171/914726_f833_3.jpg","course image","https://www.udemy.com/business-analytics-with-big-data-a-complete-guide/","Business Analytics with Big Data : A Complete Guide","https://www.udemy.com/business-analytics-with-big-data-a-complete-guide/","","","","Global Learning Labs, Excellence in Learning•","https://www.udemy.com/business-analytics-with-big-data-a-complete-guide/#instructor","Career of the future","36 lectures","2.5 hours","All Levels","English [Auto-generated]","Updated Invalid date","Updated Invalid date","Updated Invalid date","$190","4.3","https://www.udemy.com/business-analytics-with-big-data-a-complete-guide/#reviews","(45 ratings)","https://www.udemy.com/business-analytics-with-big-data-a-complete-guide/#reviews"
